Facility.Name,Facility.City,Facility.Type,Rating.Overall,Rating.Mortality,Rating.Safety,Rating.Readmission,Rating.Experience,Rating.Effectiveness,Rating.Timeliness,Rating.Imaging,Procedure.Heart Attack.Cost,Procedure.Heart Attack.Quality,Procedure.Heart Attack.Value,Procedure.Heart Failure.Cost,Procedure.Heart Failure.Quality,Procedure.Heart Failure.Value,Procedure.Pneumonia.Cost,Procedure.Pneumonia.Quality,Procedure.Pneumonia.Value,Procedure.Hip Knee.Cost,Procedure.Hip Knee.Quality,Procedure.Hip Knee.Value
Hospital 4203,Throckmorton,Government,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4204,Shamrock,Government,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4205,Haskell,Government,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,21066,Average,Higher,0,Unknown,Unknown
Hospital 4206,Colorado City,Government,-1,Same,None,Same,None,None,None,None,0,Unknown,Unknown,16854,Average,Average,18594,Average,Average,0,Unknown,Unknown
Hospital 4207,Electra,Government,4,None,None,Above,None,Same,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,20330,Average,Higher,0,Unknown,Unknown
Hospital 4208,Spearman,Government,-1,None,None,None,None,Same,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,23075,Average,Higher,0,Unknown,Unknown
Hospital 4209,Crosbyton,Private,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4210,Yoakum,Private,3,Same,None,Below,Same,Same,None,None,0,Unknown,Unknown,18756,Average,Average,19067,Average,Average,0,Unknown,Unknown
Hospital 4211,Coleman,Government,-1,Same,None,Same,None,None,None,None,0,Unknown,Unknown,16483,Average,Average,18633,Worse,Average,0,Unknown,Unknown
Hospital 4212,Brady,Private,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4213,Tulia,Private,-1,Same,None,Same,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,19127,Average,Average,0,Unknown,Unknown
Hospital 4214,Dimmitt,Government,-1,None,None,None,None,Same,Same,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4215,Tahoka,Government,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4216,Quanah,Government,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4217,Crane,Government,-1,None,None,None,None,None,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4218,Olney,Government,-1,None,None,Same,None,None,Same,None,0,Unknown,Unknown,0,Unknown,Unknown,17555,Average,Average,0,Unknown,Unknown
Hospital 4219,Wellington,Proprietary,-1,None,None,None,None,Same,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,22298,Average,Higher,0,Unknown,Unknown
Hospital 4220,Port Lavaca,Government,3,Same,None,Same,Same,None,None,Same,0,Unknown,Unknown,15588,Average,Average,16153,Average,Average,0,Unknown,Unknown
Hospital 4221,Rockdale,Proprietary,-1,None,None,Same,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,16451,Average,Average,0,Unknown,Unknown
Hospital 4222,Seminole,Government,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4223,Perryton,Government,-1,None,None,Same,Same,None,None,None,0,Unknown,Unknown,14894,Average,Average,15291,Average,Lower,0,Unknown,Unknown
Hospital 4224,San Augustine,Private,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4225,Hemphill,Proprietary,-1,None,None,Same,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,17415,Average,Average,0,Unknown,Unknown
Hospital 4226,Henrietta,Government,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,17017,Average,Average,0,Unknown,Unknown
Hospital 4227,Edna,Government,-1,None,None,None,None,None,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4228,Kenedy,Government,3,None,None,Same,None,Same,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,20248,Average,Average,0,Unknown,Unknown
Hospital 4229,Burnet,Private,3,Same,None,Same,Above,Same,Above,Below,0,Unknown,Unknown,16446,Average,Average,17277,Average,Average,27325,Average,Higher
Hospital 4230,Morton,Government,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4231,Pittsburg,Unknown,3,Same,None,Below,Above,Same,Above,Same,0,Unknown,Unknown,16017,Average,Average,19108,Average,Average,0,Unknown,Unknown
Hospital 4232,Borger,Proprietary,3,Same,None,Same,None,Same,None,None,0,Unknown,Unknown,15412,Average,Average,17298,Average,Average,0,Unknown,Unknown
Hospital 4233,Bonham,Government,-1,Same,None,Below,None,None,None,None,0,Unknown,Unknown,17998,Average,Average,20254,Average,Higher,0,Unknown,Unknown
Hospital 4234,Luling,Private,4,Same,None,Same,Above,Same,Above,Same,0,Unknown,Unknown,18127,Average,Average,19526,Average,Average,0,Unknown,Unknown
Hospital 4235,Muleshoe,Proprietary,-1,None,None,Same,None,None,None,None,0,Unknown,Unknown,19414,Average,Average,18830,Average,Average,0,Unknown,Unknown
Hospital 4236,Monahans,Government,4,Same,None,Same,None,None,Same,None,0,Unknown,Unknown,16379,Average,Average,15410,Average,Average,0,Unknown,Unknown
Hospital 4237,Taylor,Private,-1,None,None,Same,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,18476,Average,Average,0,Unknown,Unknown
Hospital 4238,Liberty,Government,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4239,Hallettsville,Government,-1,Same,None,Same,None,None,None,None,0,Unknown,Unknown,17652,Average,Average,19613,Better,Higher,0,Unknown,Unknown
Hospital 4240,Pecos,Government,2,Same,None,Below,None,Same,None,None,0,Unknown,Unknown,15525,Average,Average,12058,Average,Lower,0,Unknown,Unknown
Hospital 4241,Alpine,Proprietary,4,Same,None,Above,Same,Same,Above,None,0,Unknown,Unknown,17368,Average,Average,19683,Average,Average,0,Unknown,Unknown
Hospital 4242,Gatesville,Government,4,None,None,Same,Above,None,Same,None,0,Unknown,Unknown,0,Unknown,Unknown,19037,Average,Average,0,Unknown,Unknown
Hospital 4243,Quitman,Private,4,Same,None,Same,Above,Same,Same,Same,0,Unknown,Unknown,18111,Average,Average,17849,Average,Average,0,Unknown,Unknown
Hospital 4244,Winnsboro,Private,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4245,Comanche,Private,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4246,Snyder,Government,3,Same,None,Same,Same,None,None,None,0,Unknown,Unknown,15783,Average,Average,15220,Average,Average,0,Unknown,Unknown
Hospital 4247,Clifton,Government,3,None,None,Same,None,Same,Above,Same,0,Unknown,Unknown,0,Unknown,Unknown,15856,Average,Average,0,Unknown,Unknown
Hospital 4248,Dumas,Government,4,Same,None,Same,Same,Same,Above,None,0,Unknown,Unknown,17196,Average,Average,16649,Average,Average,0,Unknown,Unknown
Hospital 4249,Uvalde,Government,4,None,None,Above,Above,Same,Above,Same,0,Unknown,Unknown,16672,Average,Average,16260,Average,Average,0,Unknown,Unknown
Hospital 4250,Fort Stockton,Government,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4251,Carrizo Springs,Unknown,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4252,Pearsall,Private,-1,None,None,None,None,None,Same,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4253,Fort Worth,Private,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4254,Corpus Christi,Private,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4255,Dallas,Private,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4256,Houston,Private,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4257,Lubbock,Private,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4258,Allen,Church,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4259,Houston,Proprietary,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4260,Austin,Private,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4261,Galveston,Private,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4262,Houston,Unknown,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4263,El Paso,Private,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4264,Dallas,Private,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4265,San Antonio,Church,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4266,Plano,Private,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4267,Provo,Private,5,Same,Above,Above,Above,Same,Above,Same,22754,Better,Average,18261,Average,Higher,19360,Average,Higher,24695,Average,Higher
Hospital 4268,Salt Lake City,Proprietary,2,Same,Below,Above,Same,Same,Same,Same,24578,Average,Average,18197,Average,Average,19916,Average,Higher,21106,Average,Average
Hospital 4269,Ogden,Private,3,Below,Below,Above,Above,Same,Same,Above,25665,Average,Average,16568,Average,Average,18183,Average,Average,19447,Average,Lower
Hospital 4270,Ogden,Proprietary,4,Same,Above,Above,Below,Same,Above,Same,25125,Average,Average,17544,Average,Average,17686,Average,Average,23254,Average,Higher
Hospital 4271,Salt Lake City,Private,5,Same,Above,Above,Above,Same,Same,Same,0,Unknown,Unknown,17029,Average,Average,18000,Average,Average,20316,Average,Lower
Hospital 4272,Cedar City,Private,4,Same,Above,Above,Above,Same,Above,Same,0,Unknown,Unknown,15820,Average,Average,14760,Average,Lower,17581,Average,Lower
Hospital 4273,Salt Lake City,Government,4,Same,Above,Above,Above,Same,Below,Above,24930,Average,Average,19390,Average,Higher,18313,Average,Average,20300,Average,Lower
Hospital 4274,Murray,Private,4,Same,Above,Above,Same,Same,Same,Above,22894,Average,Average,16714,Average,Average,17674,Average,Average,22653,Average,Average
Hospital 4275,Price,Proprietary,4,Same,Above,Above,Above,Same,Above,Same,0,Unknown,Unknown,16432,Average,Average,16101,Average,Average,20498,Average,Lower
Hospital 4276,Payson,Proprietary,4,Same,Above,Above,Same,Same,Above,Same,23896,Average,Average,16281,Average,Average,15271,Average,Lower,25897,Average,Higher
Hospital 4277,Tooele,Proprietary,3,Same,Same,Same,Same,Same,Above,Same,0,Unknown,Unknown,16560,Average,Average,15026,Average,Lower,23186,Average,Average
Hospital 4278,Logan,Private,4,Same,Above,Above,Above,Same,Same,Same,23297,Average,Average,15689,Average,Average,16494,Average,Average,22207,Average,Average
Hospital 4279,Brigham City,Proprietary,4,None,None,Above,Same,Same,Above,Below,0,Unknown,Unknown,0,Unknown,Unknown,17120,Average,Average,23524,Average,Average
Hospital 4280,Roosevelt,Unknown,3,Same,Same,Above,Same,Same,Above,Same,0,Unknown,Unknown,14356,Average,Lower,16796,Average,Average,22862,Average,Average
Hospital 4281,St George,Private,4,Below,Above,Above,Above,Same,Above,Same,23426,Average,Average,17562,Worse,Average,16282,Average,Lower,20759,Average,Lower
Hospital 4282,American Fork,Private,4,Same,Same,Above,Above,Same,Above,Same,0,Unknown,Unknown,16712,Average,Average,16913,Average,Average,21556,Average,Average
Hospital 4283,Richfield,Private,4,None,None,Above,Above,Same,Same,Same,0,Unknown,Unknown,0,Unknown,Unknown,16578,Average,Average,23387,Average,Average
Hospital 4284,Vernal,Proprietary,4,Same,Same,Above,Same,Same,Above,Same,0,Unknown,Unknown,14402,Average,Lower,14720,Average,Lower,21280,Average,Average
Hospital 4285,Tremonton,Private,4,None,None,Same,Above,Same,Same,None,0,Unknown,Unknown,0,Unknown,Unknown,14513,Average,Lower,0,Unknown,Unknown
Hospital 4286,Layton,Proprietary,3,Same,Above,Above,Below,Above,Above,Above,25833,Average,Average,18116,Average,Average,17226,Average,Average,25827,Average,Higher
Hospital 4287,Bountiful,Proprietary,5,Same,Above,Above,Same,Same,Above,Same,22945,Average,Average,16678,Average,Average,18800,Average,Average,20358,Average,Lower
Hospital 4288,Orem,Private,-1,None,None,None,Above,Same,Same,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4289,Sandy,Private,4,Same,Below,Above,Same,Same,Same,Same,0,Unknown,Unknown,16862,Average,Average,17532,Average,Average,22992,Average,Average
Hospital 4290,Salt Lake City,Proprietary,4,Same,Above,Above,Below,Same,Above,Same,25339,Average,Average,17155,Average,Average,17416,Average,Average,23475,Average,Higher
Hospital 4291,Murray,Private,-1,None,None,None,Above,None,None,Same,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,21619,Average,Average
Hospital 4292,West Jordan,Unknown,2,Same,Below,Above,Below,Below,Same,Same,23622,Average,Average,16642,Average,Average,17630,Average,Average,24357,Average,Higher
Hospital 4293,Orem,Proprietary,4,Same,Above,Above,Same,Same,Above,Same,24466,Average,Average,18130,Average,Average,16613,Average,Average,23263,Average,Average
Hospital 4294,North Logan,Proprietary,-1,None,None,None,Above,Same,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,21509,Average,Average
Hospital 4295,Park City,Proprietary,4,None,Above,Above,Above,Same,Above,Same,0,Unknown,Unknown,0,Unknown,Unknown,14956,Average,Lower,22524,Average,Average
Hospital 4296,Riverton,Private,4,None,Same,Above,Above,Same,Same,None,0,Unknown,Unknown,15810,Average,Average,19906,Average,Higher,23672,Average,Average
Hospital 4297,Draper,Proprietary,4,None,Same,Above,Above,Same,Above,Same,0,Unknown,Unknown,0,Unknown,Unknown,18261,Average,Average,24198,Average,Higher
Hospital 4298,Delta,Proprietary,3,None,None,Same,None,Same,Same,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4299,Fillmore,Private,-1,None,None,None,None,Same,Same,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4300,Moab,Private,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,16201,Average,Average,0,Unknown,Unknown
Hospital 4301,Mount Pleasant,Private,4,None,None,Above,None,Same,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,15555,Average,Average,0,Unknown,Unknown
Hospital 4302,Nephi,Private,3,None,None,Below,Above,Same,Above,None,0,Unknown,Unknown,15937,Average,Average,13572,Average,Lower,24841,Average,Higher
Hospital 4303,Milford,Government,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4304,Gunnison,Proprietary,5,None,None,Above,Above,Same,Same,None,0,Unknown,Unknown,16164,Average,Average,15541,Average,Lower,0,Unknown,Unknown
Hospital 4305,Heber City,Private,3,None,None,Same,Same,Same,Above,Same,0,Unknown,Unknown,0,Unknown,Unknown,17544,Average,Average,0,Unknown,Unknown
Hospital 4306,Monticello,Government,-1,None,None,Same,None,None,Same,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,21409,Average,Average
Hospital 4307,Kanab,Government,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,14746,Average,Lower,0,Unknown,Unknown
Hospital 4308,Blanding,Private,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,12186,Average,Lower,0,Unknown,Unknown
Hospital 4309,Panguitch,Government,4,None,None,Same,None,Same,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,11119,Average,Lower,0,Unknown,Unknown
Hospital 4310,Beaver,Government,-1,None,None,None,None,None,Above,Same,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4311,Salt Lake City,Private,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4312,Salt Lake City,Private,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 4313,Barre,Private,4,Same,Same,Below,Same,Above,Same,Above,22283,Average,Average,15102,Average,Lower,16372,Average,Lower,22340,Average,Average
Hospital 4314,Burlington,Unknown,3,Below,Above,Above,Above,Same,Below,Same,23573,Average,Average,16589,Worse,Average,16551,Average,Average,21460,Average,Average
Hospital 4315,Rutland,Private,3,Same,Above,Above,Above,Same,Same,Same,23805,Average,Average,15412,Average,Average,16263,Average,Lower,19221,Average,Lower
Hospital 4316,Brattleboro,Private,3,Same,Below,Above,Below,Same,Same,Same,23851,Average,Average,15742,Average,Average,15596,Average,Lower,20169,Average,Lower
Hospital 4317,Bennington,Private,4,Same,Above,Above,Above,Same,Same,Same,21888,Average,Average,15537,Average,Average,16190,Average,Lower,20186,Average,Lower
Hospital 4318,Saint Albans,Unknown,4,Same,Above,Same,Above,Same,Same,Same,22549,Average,Average,15340,Average,Average,16581,Average,Average,18772,Average,Lower
Hospital 4319,Townshend,Private,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,21740,Average,Higher,0,Unknown,Unknown
Hospital 4320,Randolph,Private,4,Same,None,Same,Above,Same,None,Same,0,Unknown,Unknown,15326,Average,Average,14394,Average,Lower,0,Unknown,Unknown
Hospital 4321,Windsor,Private,-1,Same,None,Same,None,None,None,None,0,Unknown,Unknown,17378,Average,Average,16693,Average,Average,0,Unknown,Unknown
Hospital 4322,Saint Johnsbury,Private,3,Same,Same,Above,Same,None,None,None,0,Unknown,Unknown,15767,Average,Average,15011,Average,Lower,21364,Average,Average
Hospital 4323,Newport,Private,3,Same,None,Below,Above,None,None,Same,23467,Average,Average,14734,Worse,Lower,15215,Average,Lower,21820,Average,Average
Hospital 4324,Morrisville,Private,2,Same,None,Below,Above,None,None,None,0,Unknown,Unknown,14262,Worse,Lower,13271,Average,Lower,20102,Average,Lower
Hospital 4325,Springfield,Private,3,Same,None,Below,Same,None,None,None,23117,Average,Average,15643,Average,Average,14722,Average,Lower,22950,Average,Average
Hospital 4326,Middlebury,Private,4,Same,None,Above,Same,None,None,None,0,Unknown,Unknown,16090,Average,Average,16063,Average,Lower,22489,Average,Average
Hospital 4327,St Thomas,Government,3,Same,Same,Above,None,Same,None,Same,19583,Average,Lower,11716,Average,Lower,13192,Average,Lower,19770,Average,Lower
Hospital 4328,St Croix,Government,2,Same,Same,Same,None,None,None,None,20088,Average,Lower,13420,Average,Lower,13038,Average,Lower,17725,Average,Lower
Hospital 4329,Norton,Private,4,Above,Above,Below,Above,Same,Above,Same,21850,Average,Average,16295,Better,Average,16960,Average,Average,0,Unknown,Unknown
Hospital 4330,Lebanon,Private,3,Same,None,Below,Same,Same,Above,None,23630,Average,Average,15166,Average,Average,14163,Average,Lower,0,Unknown,Unknown
